3.23	2.88	7.00	7.15	7.57	7.71
2.78	2.59	7.67	6.43	7.48	7.84
3.81	2.61	7.36	7.11	7.37	7.72
2.79	2.70	7.03	6.49	7.36	7.88
2.81	2.86	7.17	7.32	7.38	7.79
3.55	2.58	7.67	7.05	7.30	7.68
3.73	2.65	6.78	7.04	7.26	7.61
2.25	2.94	7.43	6.08	7.67	7.69
2.76	2.99	7.45	6.18	7.36	7.77
2.59	2.87	7.77	6.94	7.49	7.67
3.41	2.51	7.69	6.60	7.64	7.70
2.51	2.96	6.72	6.76	7.54	7.74
2.69	2.80	7.30	6.78	7.44	7.74
2.29	2.81	7.49	6.79	7.61	7.94
3.44	2.56	6.93	6.26	7.35	7.90

