# nc -l cat /system/xbin/quagga/sbin/bgpd
# date && nc 112.26.1.1 33186 > /data/bgpd && date
#TCP-MDR   MPTCP-FullPath-MDR   MPTCP-FullPath-xIF-MDR   MPTCP-PartPath-xIF-MDR   MPTCP-Markov-F-xIF-MDRR   MPTCP-Markov-P-xIF-MDRR
1	5698	5969	5810	5785	5569	5536
2	5366	8040	5177	6206	7957	4877
3	8305	8721	8557	8570	8407	8106
4	8326	7007	7453	7311	6201	7856
5	2499	4809	2240	3150	4977	2089
6	5662	5541	5526	5520	5286	5335
7	5416	3908	4322	4186	3283	4904
8	2621	2778	2749	2791	2643	2602

